"Product_Num","Machine_Num","Avg_Duration","Step_Num"
"SH251","7","43.76","1"
"SH251","13","15.95","2"
"SH251","28","4.52","3"
"SH251","39","10.55","4"
"SH251","46","56.72","5"
"SH251","53","19.49","6"
"SH251","68","32.39","7"
"SH251","72","7.73","8"
"SH252","2","15.53","1"
"SH252","18","16.8","2"
"SH252","26","6.46","3"
"SH252","39","11.99","4"
"SH252","47","72.59","5"
"SH252","53","14.58","6"
"SH252","62","75.25","7"
"SH252","72","7.5","8"
"SH253","8","46.66","1"
"SH253","20","21.39","2"
"SH253","23","3","3"
"SH253","33","15.01","4"
"SH253","43","69.35","5"
"SH253","58","11.49","6"
"SH253","62","82.9","7"
"SH253","71","8.82","8"
"SH254","9","37.07","1"
"SH254","12","21.38","2"
"SH254","21","4.05","3"
"SH254","35","4.99","4"
"SH254","44","36.41","5"
"SH254","55","18.99","6"
"SH254","64","53.47","7"
"SH254","71","8.55","8"
"SH255","5","44.63","1"
"SH255","20","18.07","2"
"SH255","30","4.03","3"
"SH255","31","6.47","4"
"SH255","44","74.51","5"
"SH255","59","16.14","6"
"SH255","62","76.9","7"
"SH255","71","9.02","8"
"SH256","10","29.64","1"
"SH256","12","15.42","2"
"SH256","29","5.08","3"
"SH256","38","9.49","4"
"SH256","44","53.11","5"
"SH256","58","10.46","6"
"SH256","63","60.33","7"
"SH256","71","8.67","8"
"SH257","6","40.68","1"
"SH257","17","9.99","2"
"SH257","23","5.5","3"
"SH257","37","7.51","4"
"SH257","48","48.58","5"
"SH257","53","10.97","6"
"SH257","69","33.45","7"
"SH257","72","7.97","8"
"SH258","10","25.52","1"
"SH258","12","20.91","2"
"SH258","24","6.97","3"
"SH258","32","4.99","4"
"SH258","46","70.87","5"
"SH258","59","9.52","6"
"SH258","65","74.88","7"
"SH258","71","8.42","8"
"SH259","8","28.75","1"
"SH259","17","19.93","2"
"SH259","21","6.02","3"
"SH259","31","6.5","4"
"SH259","47","46.86","5"
"SH259","59","8.44","6"
"SH259","70","59.85","7"
"SH259","72","7.9","8"
"SH260","5","28.18","1"
"SH260","18","13.61","2"
"SH260","23","4.47","3"
"SH260","38","11.53","4"
"SH260","46","61.69","5"
"SH260","57","11","6"
"SH260","68","52.58","7"
"SH260","72","7.8","8"
"SH261","7","20.01","1"
"SH261","15","18.41","2"
"SH261","23","5.45","3"
"SH261","34","13","4"
"SH261","46","54.28","5"
"SH261","54","10.43","6"
"SH261","61","71.83","7"
"SH261","71","8.85","8"
"SH262","3","38.77","1"
"SH262","19","20.87","2"
"SH262","29","6.04","3"
"SH262","31","13.07","4"
"SH262","49","66.57","5"
"SH262","58","11.13","6"
"SH262","63","85.6","7"
"SH262","71","8.68","8"
"SH263","8","49.49","1"
"SH263","14","14.91","2"
"SH263","23","4.55","3"
"SH263","33","11.58","4"
"SH263","44","63.37","5"
"SH263","58","13.95","6"
"SH263","67","70.63","7"
"SH263","72","7.83","8"
"SH264","7","18.99","1"
"SH264","12","23.29","2"
"SH264","30","7.47","3"
"SH264","32","12.22","4"
"SH264","42","33.63","5"
"SH264","56","19.61","6"
"SH264","64","42.92","7"
"SH264","71","8.29","8"
"SH265","7","39.39","1"
"SH265","14","22.45","2"
"SH265","21","3","3"
"SH265","35","10.01","4"
"SH265","44","51.72","5"
"SH265","55","20.92","6"
"SH265","69","82.92","7"
"SH265","72","7.53","8"
"SH266","9","27.86","1"
"SH266","14","21.92","2"
"SH266","26","5.51","3"
"SH266","37","13.01","4"
"SH266","47","46.19","5"
"SH266","58","9.03","6"
"SH266","68","35.75","7"
"SH266","72","7.86","8"
"SH267","6","25.67","1"
"SH267","17","11.51","2"
"SH267","22","5.01","3"
"SH267","40","14.7","4"
"SH267","42","65.32","5"
"SH267","59","8.51","6"
"SH267","67","62.85","7"
"SH267","72","7.85","8"
"SH268","2","22.93","1"
"SH268","18","20.02","2"
"SH268","25","5.96","3"
"SH268","39","5.49","4"
"SH268","45","33.88","5"
"SH268","54","12.01","6"
"SH268","65","33.71","7"
"SH268","71","8.83","8"
"SH269","10","16.44","1"
"SH269","12","22.02","2"
"SH269","23","5","3"
"SH269","32","11.44","4"
"SH269","42","52.61","5"
"SH269","58","15.04","6"
"SH269","69","68.33","7"
"SH269","72","7.72","8"
"SH270","7","47.14","1"
"SH270","11","21.97","2"
"SH270","26","3.02","3"
"SH270","39","7.51","4"
"SH270","49","45.45","5"
"SH270","55","15.36","6"
"SH270","63","53.26","7"
"SH270","71","8.28","8"
"SH271","7","33.31","1"
"SH271","15","17.62","2"
"SH271","25","2.99","3"
"SH271","34","12.07","4"
"SH271","47","52.13","5"
"SH271","52","9.56","6"
"SH271","70","53.65","7"
"SH271","72","7.84","8"
"SH272","2","41.5","1"
"SH272","19","19.55","2"
"SH272","26","2.98","3"
"SH272","39","10.49","4"
"SH272","50","40.46","5"
"SH272","52","20.9","6"
"SH272","64","39.41","7"
"SH272","71","8.83","8"
"SH273","10","35.45","1"
"SH273","14","21.04","2"
"SH273","28","2.99","3"
"SH273","37","5.51","4"
"SH273","48","62.5","5"
"SH273","53","14.99","6"
"SH273","63","57.12","7"
"SH273","71","8.82","8"
"SH274","3","32.02","1"
"SH274","19","9.87","2"
"SH274","28","3.99","3"
"SH274","36","5.51","4"
"SH274","48","61.64","5"
"SH274","54","11.99","6"
"SH274","65","49.61","7"
"SH274","71","8.69","8"
"SH275","9","20.33","1"
"SH275","16","14.95","2"
"SH275","26","5.03","3"
"SH275","38","14.49","4"
"SH275","49","30.24","5"
"SH275","52","11.49","6"
"SH275","66","52.48","7"
"SH275","72","7.71","8"
"SH276","5","17.07","1"
"SH276","13","21.46","2"
"SH276","26","5.98","3"
"SH276","35","5.99","4"
"SH276","50","64.63","5"
"SH276","53","8.98","6"
"SH276","68","35.09","7"
"SH276","72","7.6","8"
"SH277","2","34.36","1"
"SH277","19","21.42","2"
"SH277","26","2.98","3"
"SH277","36","10.03","4"
"SH277","48","37.39","5"
"SH277","52","12.48","6"
"SH277","66","85.01","7"
"SH277","72","7.65","8"
"SH278","2","39.95","1"
"SH278","14","23.33","2"
"SH278","25","6.49","3"
"SH278","39","13.96","4"
"SH278","46","34.6","5"
"SH278","60","20.77","6"
"SH278","68","55.15","7"
"SH278","72","7.81","8"
"SH279","6","17.46","1"
"SH279","17","19.9","2"
"SH279","22","2.99","3"
"SH279","38","10.9","4"
"SH279","46","33.97","5"
"SH279","59","10.98","6"
"SH279","65","70.48","7"
"SH279","71","8.81","8"
"SH280","5","28.13","1"
"SH280","13","12.4","2"
"SH280","22","3.51","3"
"SH280","35","10.51","4"
"SH280","50","56.03","5"
"SH280","55","22.44","6"
"SH280","62","29.32","7"
"SH280","71","8.65","8"
"SH281","10","29.98","1"
"SH281","19","14.42","2"
"SH281","25","6.97","3"
"SH281","34","4.99","4"
"SH281","46","73.36","5"
"SH281","57","18.47","6"
"SH281","70","63.01","7"
"SH281","72","7.62","8"
"SH282","6","28.02","1"
"SH282","13","24.65","2"
"SH282","25","4.57","3"
"SH282","35","5.5","4"
"SH282","44","30.74","5"
"SH282","56","18.14","6"
"SH282","62","75.97","7"
"SH282","71","8.7","8"
"SH283","4","18.87","1"
"SH283","12","15.49","2"
"SH283","26","5.55","3"
"SH283","37","8.51","4"
"SH283","46","48.88","5"
"SH283","56","21.36","6"
"SH283","66","18.84","7"
"SH283","72","7.67","8"
"SH284","2","49.19","1"
"SH284","15","14.88","2"
"SH284","30","4.02","3"
"SH284","39","6.03","4"
"SH284","48","47.48","5"
"SH284","57","10.98","6"
"SH284","69","64.97","7"
"SH284","72","7.78","8"
"SH285","4","44.34","1"
"SH285","17","21.42","2"
"SH285","22","4.49","3"
"SH285","37","8.5","4"
"SH285","42","50.8","5"
"SH285","55","22.66","6"
"SH285","64","17.97","7"
"SH285","71","8.68","8"
"SH286","2","48.56","1"
"SH286","11","10.43","2"
"SH286","27","4.04","3"
"SH286","35","7.49","4"
"SH286","43","68.42","5"
"SH286","55","13.49","6"
"SH286","63","74.13","7"
"SH286","71","8.81","8"
"SH287","7","18.91","1"
"SH287","11","17.91","2"
"SH287","22","3.5","3"
"SH287","37","11.45","4"
"SH287","47","39.99","5"
"SH287","52","14.06","6"
"SH287","69","86.68","7"
"SH287","72","7.69","8"
"SH288","7","32.01","1"
"SH288","15","22.44","2"
"SH288","27","5.47","3"
"SH288","36","12.08","4"
"SH288","50","35.39","5"
"SH288","58","8.49","6"
"SH288","62","47.93","7"
"SH288","71","8.59","8"
"SH289","5","26.44","1"
"SH289","16","11.52","2"
"SH289","21","5.48","3"
"SH289","36","7.43","4"
"SH289","46","56.15","5"
"SH289","51","16","6"
"SH289","66","58.03","7"
"SH289","72","7.71","8"
"SH290","8","26.43","1"
"SH290","20","19.03","2"
"SH290","30","6.52","3"
"SH290","32","5.02","4"
"SH290","43","61.91","5"
"SH290","53","9","6"
"SH290","63","75.78","7"
"SH290","71","8.9","8"
"SH291","9","37.63","1"
"SH291","18","16.95","2"
"SH291","25","4.52","3"
"SH291","31","9.05","4"
"SH291","48","56.67","5"
"SH291","56","8.98","6"
"SH291","63","75.23","7"
"SH291","71","8.69","8"
"SH292","8","15.52","1"
"SH292","19","23.97","2"
"SH292","24","3.5","3"
"SH292","37","13.04","4"
"SH292","43","47.68","5"
"SH292","53","16.42","6"
"SH292","65","32.21","7"
"SH292","71","8.66","8"
"SH293","8","49.37","1"
"SH293","19","14","2"
"SH293","21","6.48","3"
"SH293","35","9.97","4"
"SH293","43","54.54","5"
"SH293","56","12.54","6"
"SH293","68","44.32","7"
"SH293","72","8.04","8"
"SH294","5","34.14","1"
"SH294","11","18","2"
"SH294","26","6.52","3"
"SH294","37","4.98","4"
"SH294","43","60.63","5"
"SH294","51","15.05","6"
"SH294","68","25.89","7"
"SH294","72","7.72","8"
"SH295","2","17.85","1"
"SH295","16","13.92","2"
"SH295","24","5.52","3"
"SH295","39","6.04","4"
"SH295","50","48.52","5"
"SH295","51","13","6"
"SH295","64","81.3","7"
"SH295","71","8.75","8"
"SH296","2","32.03","1"
"SH296","16","16.91","2"
"SH296","21","4","3"
"SH296","33","12.03","4"
"SH296","49","58.87","5"
"SH296","60","9.47","6"
"SH296","67","33.88","7"
"SH296","72","7.68","8"
"SH297","5","48.31","1"
"SH297","12","10.03","2"
"SH297","21","2.48","3"
"SH297","36","5.49","4"
"SH297","50","47.55","5"
"SH297","58","22.42","6"
"SH297","67","82.45","7"
"SH297","72","7.57","8"
"SH298","10","25.35","1"
"SH298","11","11.45","2"
"SH298","29","3.52","3"
"SH298","34","11.07","4"
"SH298","41","74.11","5"
"SH298","51","18.96","6"
"SH298","63","32.01","7"
"SH298","71","8.63","8"
"SH299","8","18.54","1"
"SH299","12","10.38","2"
"SH299","28","3.98","3"
"SH299","33","12.95","4"
"SH299","44","40.35","5"
"SH299","54","11.51","6"
"SH299","61","70.2","7"
"SH299","71","8.72","8"
"SH300","9","39.57","1"
"SH300","15","11.38","2"
"SH300","23","4.02","3"
"SH300","36","12","4"
"SH300","44","45.5","5"
"SH300","59","13.46","6"
"SH300","65","88.35","7"
"SH300","71","8.76","8"
"SH301","2","19.48","1"
"SH301","17","13.52","2"
"SH301","27","4.5","3"
"SH301","33","13.07","4"
"SH301","50","41.54","5"
"SH301","55","21.53","6"
"SH301","64","46.16","7"
"SH301","71","8.67","8"
"SH302","2","14.92","1"
"SH302","19","10.51","2"
"SH302","28","7.48","3"
"SH302","31","9.04","4"
"SH302","44","43.07","5"
"SH302","55","22.63","6"
"SH302","68","66.24","7"
"SH302","72","7.76","8"
"SH303","7","26.91","1"
"SH303","17","14.92","2"
"SH303","26","7.02","3"
"SH303","32","10.98","4"
"SH303","49","46.7","5"
"SH303","53","20.51","6"
"SH303","62","27.59","7"
"SH303","71","8.54","8"
"SH304","7","17","1"
"SH304","13","19.15","2"
"SH304","24","7.02","3"
"SH304","37","13.98","4"
"SH304","43","43.33","5"
"SH304","55","19.56","6"
"SH304","68","53.85","7"
"SH304","72","8.03","8"
"SH305","5","21.92","1"
"SH305","14","16.42","2"
"SH305","30","5.52","3"
"SH305","34","14.9","4"
"SH305","44","40.95","5"
"SH305","52","15.92","6"
"SH305","68","54.66","7"
"SH305","72","7.55","8"
"SH306","4","15.57","1"
"SH306","20","10.51","2"
"SH306","28","5","3"
"SH306","36","10.93","4"
"SH306","41","51.02","5"
"SH306","51","17.05","6"
"SH306","67","35.14","7"
"SH306","72","7.75","8"
"SH307","7","34.39","1"
"SH307","12","12.92","2"
"SH307","29","6.01","3"
"SH307","35","5.5","4"
"SH307","43","58.56","5"
"SH307","58","15.49","6"
"SH307","67","27.07","7"
"SH307","72","7.94","8"
"SH308","4","43.65","1"
"SH308","11","18.1","2"
"SH308","25","4","3"
"SH308","38","10.02","4"
"SH308","42","47.37","5"
"SH308","54","11.95","6"
"SH308","66","70.67","7"
"SH308","72","7.72","8"
"SH309","7","42.86","1"
"SH309","18","14.53","2"
"SH309","25","6.01","3"
"SH309","35","8.05","4"
"SH309","48","65.31","5"
"SH309","54","19.45","6"
"SH309","69","27.41","7"
"SH309","72","7.6","8"
"SH310","9","32.96","1"
"SH310","14","12.54","2"
"SH310","26","6.02","3"
"SH310","40","11.53","4"
"SH310","42","60.47","5"
"SH310","55","16.57","6"
"SH310","66","32.96","7"
"SH310","72","7.89","8"
"SH311","6","17.11","1"
"SH311","12","11.55","2"
"SH311","25","4.49","3"
"SH311","32","12.02","4"
"SH311","45","32.41","5"
"SH311","59","22.06","6"
"SH311","66","57.62","7"
"SH311","72","7.67","8"
"SH312","6","18.98","1"
"SH312","20","20.4","2"
"SH312","23","6.48","3"
"SH312","39","13.98","4"
"SH312","48","38.22","5"
"SH312","53","18.39","6"
"SH312","64","84.33","7"
"SH312","71","8.65","8"
"SH313","3","37.34","1"
"SH313","20","15.96","2"
"SH313","28","4.04","3"
"SH313","32","12.54","4"
"SH313","41","64.57","5"
"SH313","55","16.49","6"
"SH313","70","83.29","7"
"SH313","72","7.74","8"
"SH314","8","42","1"
"SH314","11","14.57","2"
"SH314","29","5.5","3"
"SH314","31","11.51","4"
"SH314","44","74.74","5"
"SH314","52","18.38","6"
"SH314","64","59.57","7"
"SH314","71","8.45","8"
"SH315","8","22.97","1"
"SH315","13","20.99","2"
"SH315","24","4.01","3"
"SH315","35","15.1","4"
"SH315","49","34.96","5"
"SH315","57","21.49","6"
"SH315","68","57.31","7"
"SH315","72","7.83","8"
"SH316","3","45.6","1"
"SH316","11","22.7","2"
"SH316","22","6.48","3"
"SH316","37","13.06","4"
"SH316","44","47.92","5"
"SH316","55","22.76","6"
"SH316","69","57.63","7"
"SH316","72","7.71","8"
"SH317","6","34.57","1"
"SH317","18","12.47","2"
"SH317","24","2.99","3"
"SH317","39","11.52","4"
"SH317","48","74.07","5"
"SH317","53","19.57","6"
"SH317","67","45.35","7"
"SH317","72","7.64","8"
"SH318","9","33.15","1"
"SH318","19","23.95","2"
"SH318","30","5.54","3"
"SH318","39","9.52","4"
"SH318","44","70.56","5"
"SH318","55","10.03","6"
"SH318","68","31.99","7"
"SH318","72","7.7","8"
"SH319","2","34.01","1"
"SH319","14","22.06","2"
"SH319","28","7.01","3"
"SH319","35","13.88","4"
"SH319","47","35.68","5"
"SH319","55","15.7","6"
"SH319","64","30.38","7"
"SH319","71","8.44","8"
"SH320","9","39.37","1"
"SH320","14","20","2"
"SH320","24","6.07","3"
"SH320","38","6.04","4"
"SH320","47","70.21","5"
"SH320","53","18.54","6"
"SH320","64","63.02","7"
"SH320","71","8.91","8"
"SH321","7","26.28","1"
"SH321","19","18.51","2"
"SH321","27","6.01","3"
"SH321","35","10.52","4"
"SH321","46","36.61","5"
"SH321","54","19.99","6"
"SH321","62","43.45","7"
"SH321","71","8.72","8"
"SH322","5","16.56","1"
"SH322","17","24.02","2"
"SH322","28","5.04","3"
"SH322","34","9.08","4"
"SH322","42","34.64","5"
"SH322","60","15.45","6"
"SH322","62","84.03","7"
"SH322","71","8.46","8"
"SH323","6","30.68","1"
"SH323","20","10.98","2"
"SH323","26","7.46","3"
"SH323","39","13.05","4"
"SH323","48","32.28","5"
"SH323","56","21.57","6"
"SH323","63","30.21","7"
"SH323","71","8.74","8"
"SH324","9","42.03","1"
"SH324","18","21.55","2"
"SH324","27","6.47","3"
"SH324","32","6.99","4"
"SH324","48","65.94","5"
"SH324","52","14.03","6"
"SH324","65","23.47","7"
"SH324","71","8.94","8"
"SH325","4","23.62","1"
"SH325","20","24.6","2"
"SH325","30","3.52","3"
"SH325","37","10.54","4"
"SH325","43","71.3","5"
"SH325","52","16.55","6"
"SH325","64","81.02","7"
"SH325","71","8.59","8"
"SH326","3","42.22","1"
"SH326","11","24.37","2"
"SH326","28","5.97","3"
"SH326","35","13.5","4"
"SH326","46","50.87","5"
"SH326","56","17.46","6"
"SH326","67","73.28","7"
"SH326","72","7.73","8"
"SH327","3","18.12","1"
"SH327","12","17.51","2"
"SH327","30","6.99","3"
"SH327","39","6.98","4"
"SH327","42","50.6","5"
"SH327","53","15.07","6"
"SH327","67","19.94","7"
"SH327","72","7.68","8"
"SH328","5","49.25","1"
"SH328","11","23.53","2"
"SH328","23","2.99","3"
"SH328","34","14.5","4"
"SH328","48","71.33","5"
"SH328","54","9.45","6"
"SH328","66","42.76","7"
"SH328","72","7.47","8"
"SH329","2","15.44","1"
"SH329","11","19.39","2"
"SH329","25","7.45","3"
"SH329","33","8.96","4"
"SH329","49","48.7","5"
"SH329","54","20.03","6"
"SH329","66","50.72","7"
"SH329","72","7.81","8"
"SH330","8","16.91","1"
"SH330","13","21.54","2"
"SH330","28","6.98","3"
"SH330","40","10.46","4"
"SH330","48","41.49","5"
"SH330","59","22.01","6"
"SH330","64","51.24","7"
"SH330","71","8.58","8"
"SH331","6","40.05","1"
"SH331","12","14.01","2"
"SH331","28","6.96","3"
"SH331","35","11.45","4"
"SH331","44","57.32","5"
"SH331","57","15.03","6"
"SH331","61","52.43","7"
"SH331","71","8.67","8"
"SH332","3","40.25","1"
"SH332","19","19.5","2"
"SH332","25","7.03","3"
"SH332","37","11.51","4"
"SH332","44","65.69","5"
"SH332","53","7.51","6"
"SH332","64","33.58","7"
"SH332","71","8.87","8"
"SH333","7","30.68","1"
"SH333","15","10.97","2"
"SH333","25","2.5","3"
"SH333","32","12.57","4"
"SH333","47","45.46","5"
"SH333","58","20.02","6"
"SH333","68","45.19","7"
"SH333","72","7.79","8"
"SH334","2","31.09","1"
"SH334","12","17.09","2"
"SH334","24","4","3"
"SH334","38","10.98","4"
"SH334","43","64.45","5"
"SH334","54","64.38","6"
"SH334","69","74.02","7"
"SH334","72","7.94","8"
"SH335","6","39.06","1"
"SH335","14","17","2"
"SH335","28","4.98","3"
"SH335","32","5.5","4"
"SH335","45","39.97","5"
"SH335","58","17.55","6"
"SH335","65","52.9","7"
"SH335","71","8.91","8"
"SH336","10","28.76","1"
"SH336","17","24.56","2"
"SH336","23","4","3"
"SH336","36","9.97","4"
"SH336","44","49.56","5"
"SH336","54","20.04","6"
"SH336","70","43.64","7"
"SH336","72","7.84","8"
"SH337","4","34.64","1"
"SH337","18","15.02","2"
"SH337","25","6.54","3"
"SH337","33","5.48","4"
"SH337","48","67.44","5"
"SH337","60","21.96","6"
"SH337","68","25.15","7"
"SH337","72","7.89","8"
"SH338","5","49.82","1"
"SH338","15","18.87","2"
"SH338","26","7.08","3"
"SH338","33","5.03","4"
"SH338","44","34.14","5"
"SH338","58","10.96","6"
"SH338","70","74.9","7"
"SH338","72","7.55","8"
"SH339","1","47.48","1"
"SH339","16","12","2"
"SH339","22","6.03","3"
"SH339","35","10.02","4"
"SH339","44","47","5"
"SH339","58","15.53","6"
"SH339","65","17.06","7"
"SH339","71","8.61","8"
"SH340","6","31.12","1"
"SH340","14","16.9","2"
"SH340","28","3.97","3"
"SH340","35","7.04","4"
"SH340","43","58.97","5"
"SH340","60","21.45","6"
"SH340","68","88.26","7"
"SH340","72","7.53","8"
"SH341","5","42.9","1"
"SH341","13","22.15","2"
"SH341","26","6.02","3"
"SH341","35","6.02","4"
"SH341","46","51.04","5"
"SH341","54","21.88","6"
"SH341","62","33.01","7"
"SH341","71","8.94","8"
"SH342","5","38.19","1"
"SH342","14","13.92","2"
"SH342","29","6.54","3"
"SH342","36","9.97","4"
"SH342","49","54.89","5"
"SH342","59","20.47","6"
"SH342","67","67.31","7"
"SH342","72","7.87","8"
"SH343","6","18.06","1"
"SH343","11","18.03","2"
"SH343","26","3.48","3"
"SH343","35","12.85","4"
"SH343","45","48.1","5"
"SH343","54","13.12","6"
"SH343","62","74.44","7"
"SH343","71","8.74","8"
"SH344","4","22.99","1"
"SH344","15","15.98","2"
"SH344","29","4.55","3"
"SH344","35","8.96","4"
"SH344","45","41.37","5"
"SH344","52","18.53","6"
"SH344","66","31.15","7"
"SH344","72","7.75","8"
"SH345","9","34.54","1"
"SH345","18","21.53","2"
"SH345","29","2.51","3"
"SH345","36","5","4"
"SH345","43","71.82","5"
"SH345","52","18","6"
"SH345","68","88.05","7"
"SH345","72","7.64","8"
"SH346","4","24.16","1"
"SH346","17","14.48","2"
"SH346","25","4.5","3"
"SH346","37","12.92","4"
"SH346","49","46.73","5"
"SH346","58","11.44","6"
"SH346","65","51.7","7"
"SH346","71","8.92","8"
"SH347","5","18.08","1"
"SH347","14","13.01","2"
"SH347","21","3.01","3"
"SH347","39","9.05","4"
"SH347","43","67.27","5"
"SH347","56","15.39","6"
"SH347","69","59.4","7"
"SH347","72","7.38","8"
"SH348","8","47.73","1"
"SH348","13","19.49","2"
"SH348","23","4.5","3"
"SH348","39","10.51","4"
"SH348","46","65.04","5"
"SH348","52","14.63","6"
"SH348","65","73.54","7"
"SH348","71","9.13","8"
"SH349","2","17.43","1"
"SH349","14","14.02","2"
"SH349","23","6.02","3"
"SH349","36","5.5","4"
"SH349","44","59.9","5"
"SH349","60","62.9","6"
"SH349","67","66.74","7"
"SH349","72","7.53","8"
"SH350","6","40.74","1"
"SH350","17","17.72","2"
"SH350","23","4.02","3"
"SH350","37","10.02","4"
"SH350","45","52.6","5"
"SH350","56","13.07","6"
"SH350","68","63.82","7"
"SH350","72","7.93","8"
"SH351","6","31.48","1"
"SH351","17","13.54","2"
"SH351","28","3.02","3"
"SH351","31","8.04","4"
"SH351","46","40.33","5"
"SH351","52","16.58","6"
"SH351","69","54.48","7"
"SH351","72","8.04","8"
"SH352","3","47","1"
"SH352","15","11.95","2"
"SH352","25","5.02","3"
"SH352","37","6.01","4"
"SH352","50","60.98","5"
"SH352","53","22.52","6"
"SH352","64","66.63","7"
"SH352","71","8.55","8"
"SH353","7","48.49","1"
"SH353","12","19.94","2"
"SH353","26","3","3"
"SH353","38","11.5","4"
"SH353","42","36.72","5"
"SH353","57","16.52","6"
"SH353","65","65.6","7"
"SH353","71","8.82","8"
"SH354","9","29.48","1"
"SH354","16","10.47","2"
"SH354","24","5.99","3"
"SH354","39","12.07","4"
"SH354","46","64.78","5"
"SH354","58","8","6"
"SH354","65","55.6","7"
"SH354","71","8.53","8"
"SH355","1","23.56","1"
"SH355","17","10.98","2"
"SH355","27","5.5","3"
"SH355","31","14.63","4"
"SH355","46","37.66","5"
"SH355","54","8.52","6"
"SH355","62","49.13","7"
"SH355","71","8.83","8"
"SH356","9","26.1","1"
"SH356","12","18.07","2"
"SH356","27","6.54","3"
"SH356","35","7.96","4"
"SH356","46","39.75","5"
"SH356","59","18.08","6"
"SH356","66","55.2","7"
"SH356","72","7.46","8"
"SH357","2","22.89","1"
"SH357","17","15.49","2"
"SH357","21","6.49","3"
"SH357","36","10.01","4"
"SH357","44","59.85","5"
"SH357","58","13.5","6"
"SH357","65","26.44","7"
"SH357","71","8.48","8"
"SH358","4","30.1","1"
"SH358","13","21.95","2"
"SH358","27","4.46","3"
"SH358","37","6.48","4"
"SH358","43","46.05","5"
"SH358","59","21.86","6"
"SH358","70","57.94","7"
"SH358","72","7.75","8"
"SH359","1","35.55","1"
"SH359","12","15.05","2"
"SH359","26","3.98","3"
"SH359","34","7.54","4"
"SH359","44","38.64","5"
"SH359","56","14.5","6"
"SH359","61","56.59","7"
"SH359","71","8.79","8"
"SH360","7","22.44","1"
"SH360","14","22.06","2"
"SH360","21","3.02","3"
"SH360","34","10.05","4"
"SH360","44","40.53","5"
"SH360","59","10.01","6"
"SH360","64","30.99","7"
"SH360","71","8.43","8"
"SH361","7","28.12","1"
"SH361","20","17.53","2"
"SH361","29","4.04","3"
"SH361","38","6.52","4"
"SH361","49","33.9","5"
"SH361","54","16.99","6"
"SH361","66","63.49","7"
"SH361","72","7.47","8"
"SH362","9","48.95","1"
"SH362","13","10.98","2"
"SH362","29","4.01","3"
"SH362","40","10.02","4"
"SH362","42","44.42","5"
"SH362","60","22.43","6"
"SH362","68","67.6","7"
"SH362","72","7.55","8"
"SH363","2","39.26","1"
"SH363","16","13.56","2"
"SH363","25","6.51","3"
"SH363","33","14.52","4"
"SH363","42","30.19","5"
"SH363","58","18.56","6"
"SH363","69","73.74","7"
"SH363","72","7.88","8"
"SH364","5","29.08","1"
"SH364","15","14.97","2"
"SH364","22","5.01","3"
"SH364","33","14.92","4"
"SH364","43","45.38","5"
"SH364","60","8.54","6"
"SH364","61","40.63","7"
"SH364","71","8.74","8"
"SH365","3","18.93","1"
"SH365","14","24.89","2"
"SH365","25","3.49","3"
"SH365","36","14.49","4"
"SH365","46","68.82","5"
"SH365","56","18.04","6"
"SH365","64","52.12","7"
"SH365","71","8.69","8"
"SH366","3","27.91","1"
"SH366","17","23.95","2"
"SH366","28","6.5","3"
"SH366","39","5.46","4"
"SH366","43","68.44","5"
"SH366","55","17.46","6"
"SH366","63","79.95","7"
"SH366","71","8.4","8"
"SH367","6","30.19","1"
"SH367","14","21","2"
"SH367","28","5.02","3"
"SH367","32","12.5","4"
"SH367","44","39.61","5"
"SH367","53","16.06","6"
"SH367","62","50.3","7"
"SH367","71","8.83","8"
"SH368","7","20.71","1"
"SH368","12","21.49","2"
"SH368","24","2.51","3"
"SH368","40","10.96","4"
"SH368","49","42.33","5"
"SH368","58","13.92","6"
"SH368","68","15.95","7"
"SH368","72","7.56","8"
"SH369","9","37.46","1"
"SH369","17","22.53","2"
"SH369","28","5.03","3"
"SH369","37","6.97","4"
"SH369","49","60.95","5"
"SH369","53","9.05","6"
"SH369","62","55.45","7"
"SH369","71","8.85","8"
"SH370","9","40.5","1"
"SH370","11","18.5","2"
"SH370","29","5.45","3"
"SH370","35","7.98","4"
"SH370","42","32.17","5"
"SH370","54","11.5","6"
"SH370","68","26.5","7"
"SH370","72","7.73","8"
"SH371","10","37.88","1"
"SH371","13","15.85","2"
"SH371","27","4.02","3"
"SH371","34","10.98","4"
"SH371","44","46.88","5"
"SH371","59","8.51","6"
"SH371","67","78.7","7"
"SH371","72","7.76","8"
"SH372","4","43.03","1"
"SH372","17","11.04","2"
"SH372","24","6.04","3"
"SH372","35","7.99","4"
"SH372","47","65.97","5"
"SH372","55","14.97","6"
"SH372","61","64.17","7"
"SH372","71","8.73","8"
"SH373","4","33.76","1"
"SH373","16","17.54","2"
"SH373","30","4","3"
"SH373","35","7.46","4"
"SH373","43","38.57","5"
"SH373","58","13.07","6"
"SH373","66","83.05","7"
"SH373","72","7.72","8"
"SH374","8","30.69","1"
"SH374","12","13.03","2"
"SH374","27","3.02","3"
"SH374","34","7.99","4"
"SH374","48","48.21","5"
"SH374","55","11.6","6"
"SH374","70","46.57","7"
"SH374","72","7.48","8"
"SH375","7","19.57","1"
"SH375","13","16.93","2"
"SH375","23","3.98","3"
"SH375","32","11.91","4"
"SH375","49","55.78","5"
"SH375","54","16.79","6"
"SH375","70","55.75","7"
"SH375","72","7.62","8"
"SH376","3","17.88","1"
"SH376","14","22.86","2"
